Volume (pixel^3)	Surface (pixel^2)	Nb of obj. voxels	Nb of surf. voxels	IntDen	Mean	StdDev	Median	Min	Max	X	Y	Z	Mean dist. to surf. (pixel)	SD dist. to surf. (pixel)	Median dist. to surf. (pixel)	XM	YM	ZM	BX	BY	BZ	B-width	B-height	B-depth
15249	4822	15249	2916	609960	40	0	40	40	40	429.166	414.239	16.267	15.363	2.173	15.116	429.121	414.238	16.267	412	398	1	38	31	27
6672	2638	6672	1797	206832	31	0	31	31	31	450.638	437.068	6.915	11.694	2.503	12.384	450.648	437.070	6.915	436	423	1	29	30	12
1078	846	1078	449	29106	27	0	27	27	27	275.859	132.056	9.456	6.175	1.128	6.036	275.859	132.056	9.456	271	127	2	14	13	15
11843	4640	11843	2805	615836	52	0	52	52	52	282.669	176.700	18.806	14.910	4.032	15.039	282.649	176.699	18.806	267	157	2	35	41	26
12545	4130	12545	2554	589615	47	0	47	47	47	260.412	163.783	17.316	14.204	1.841	14.122	260.417	163.783	17.316	247	150	2	29	34	26
2459	1654	2459	900	88524	36	0	36	36	36	290.649	154.477	15.028	8.544	1.979	8.426	290.649	154.477	15.028	279	148	3	23	16	23
7982	2882	7982	1677	311298	39	0	39	39	39	66.825	242.111	16.305	12.047	1.072	12.154	66.827	242.112	16.305	55	231	4	25	23	24
2057	1518	2057	796	71995	35	0	35	35	35	178.433	144.729	13.835	7.941	1.945	8.028	178.433	144.729	13.835	171	136	5	16	18	20
11034	3848	11034	2312	474462	43	0	43	43	43	119.578	177.745	18.810	13.687	2.060	13.896	119.585	177.744	18.810	104	160	5	31	33	23
11803	4396	11803	2694	578347	49	0	49	49	49	74.319	215.491	19.160	14.596	3.394	14.450	74.314	215.490	19.160	58	198	5	37	36	23
6850	3228	6850	1857	363050	53	0	53	53	53	88.445	197.397	18.996	11.960	2.739	11.964	88.441	197.398	18.996	72	186	6	31	29	22
7247	2842	7247	1692	369597	51	0	51	51	51	409.789	353.314	20.207	11.794	1.739	12.030	409.795	353.314	20.207	397	340	7	27	27	21
10669	4004	10669	2402	629471	59	0	59	59	59	339.357	261.333	20.276	13.212	3.062	13.858	339.361	261.333	20.276	324	245	8	31	35	20
1189	1144	1189	568	67773	57	0	57	57	57	217.399	116.500	19.745	7.237	2.343	6.983	217.399	116.500	19.745	210	111	12	20	17	16
8704	3322	8704	2090	470016	54	0	54	54	54	66.249	272.061	21.759	13.002	2.912	13.331	66.249	272.061	21.759	49	258	12	35	31	16
4185	2098	4185	1221	251100	60	0	60	60	60	372.942	288.048	22.276	10.023	2.035	10.130	372.951	288.048	22.276	361	274	13	24	27	15
5993	2682	5993	1683	245713	41	0	41	41	41	449.569	436.355	19.137	11.435	2.452	11.695	449.561	436.357	19.137	435	423	13	30	29	15
3184	1794	3184	1142	184672	58	0	58	58	58	270.010	141.063	21.751	9.218	2.276	9.467	270.005	141.063	21.751	260	127	14	21	25	14
4075	2490	4075	1529	264875	65	0	65	65	65	144.565	168.038	23.897	10.824	3.344	11.247	144.561	168.038	23.897	132	154	17	29	31	11
3587	2052	3587	1299	225981	63	0	63	63	63	92.495	237.252	23.551	9.604	2.664	10.067	92.497	237.252	23.551	78	225	17	27	25	11
4014	2256	4014	1403	248868	62	0	62	62	62	189.473	165.402	23.989	10.533	3.039	10.914	189.477	165.402	23.989	174	152	18	32	27	10
3035	1774	3035	1108	194240	64	0	64	64	64	32.708	318.107	23.807	9.353	2.504	9.401	32.708	318.107	23.807	20	305	18	26	26	10
2261	1486	2261	917	151487	67	0	67	67	67	107.603	210.697	24.210	8.459	2.377	8.652	107.603	210.697	24.210	94	198	19	26	24	9
3049	1944	3049	1257	207332	68	0	68	68	68	56.370	339.136	24.680	9.814	3.012	10.162	56.370	339.136	24.680	43	324	20	27	30	8
